日期,农历,节气,节气2,干支,年柱,月柱,日柱,子（23-1）,丑(1-3),寅(3-5),卯(5-7),辰(7-9),巳(9-11),午(11-13),未(13-15),申(15-17),酉(17-19),戌(19-21),亥(21-23)
2075-02-20,乙未年正月初六,雨水,距离惊蛰还有13天,乙未年　戊寅月　壬午日,乙未,戊寅,壬午,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-02-21,乙未年正月初七,雨水,距离惊蛰还有12天,乙未年　戊寅月　癸未日,乙未,戊寅,癸未,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-02-22,乙未年正月初八,雨水,距离惊蛰还有11天,乙未年　戊寅月　甲申日,乙未,戊寅,甲申,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-02-23,乙未年正月初九,雨水,距离惊蛰还有10天,乙未年　戊寅月　乙酉日,乙未,戊寅,乙酉,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-02-24,乙未年正月初十,雨水,距离惊蛰还有9天,乙未年　戊寅月　丙戌日,乙未,戊寅,丙戌,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-02-25,乙未年正月十一,雨水,距离惊蛰还有8天,乙未年　戊寅月　丁亥日,乙未,戊寅,丁亥,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-02-26,乙未年正月十二,雨水,距离惊蛰还有7天,乙未年　戊寅月　戊子日,乙未,戊寅,戊子,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-02-27,乙未年正月十三,雨水,距离惊蛰还有6天,乙未年　戊寅月　己丑日,乙未,戊寅,己丑,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-02-28,乙未年正月十四,雨水,距离惊蛰还有5天,乙未年　戊寅月　庚寅日,乙未,戊寅,庚寅,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-03-01,乙未年正月十五,雨水,距离惊蛰还有4天,乙未年　戊寅月　辛卯日,乙未,戊寅,辛卯,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-03-02,乙未年正月十六,雨水,距离惊蛰还有3天,乙未年　戊寅月　壬辰日,乙未,戊寅,壬辰,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-03-03,乙未年正月十七,雨水,距离惊蛰还有2天,乙未年　戊寅月　癸巳日,乙未,戊寅,癸巳,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-03-04,乙未年正月十八,雨水,距离惊蛰还有1天,乙未年　戊寅月　甲午日,乙未,戊寅,甲午,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-03-05,乙未年正月十九,惊蛰,距离春分还有15天,乙未年　己卯月　乙未日,乙未,己卯,乙未,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-03-06,乙未年正月二十,惊蛰,距离春分还有14天,乙未年　己卯月　丙申日,乙未,己卯,丙申,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-03-07,乙未年正月廿一,惊蛰,距离春分还有13天,乙未年　己卯月　丁酉日,乙未,己卯,丁酉,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-03-08,乙未年正月廿二,惊蛰,距离春分还有12天,乙未年　己卯月　戊戌日,乙未,己卯,戊戌,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-03-09,乙未年正月廿三,惊蛰,距离春分还有11天,乙未年　己卯月　己亥日,乙未,己卯,己亥,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-03-10,乙未年正月廿四,惊蛰,距离春分还有10天,乙未年　己卯月　庚子日,乙未,己卯,庚子,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-03-11,乙未年正月廿五,惊蛰,距离春分还有9天,乙未年　己卯月　辛丑日,乙未,己卯,辛丑,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-03-12,乙未年正月廿六,惊蛰,距离春分还有8天,乙未年　己卯月　壬寅日,乙未,己卯,壬寅,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-03-13,乙未年正月廿七,惊蛰,距离春分还有7天,乙未年　己卯月　癸卯日,乙未,己卯,癸卯,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-03-14,乙未年正月廿八,惊蛰,距离春分还有6天,乙未年　己卯月　甲辰日,乙未,己卯,甲辰,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-03-15,乙未年正月廿九,惊蛰,距离春分还有5天,乙未年　己卯月　乙巳日,乙未,己卯,乙巳,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-03-16,乙未年正月三十,惊蛰,距离春分还有4天,乙未年　己卯月　丙午日,乙未,己卯,丙午,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-03-17,乙未年二月初一,惊蛰,距离春分还有3天,乙未年　己卯月　丁未日,乙未,己卯,丁未,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-03-18,乙未年二月初二,惊蛰,距离春分还有2天,乙未年　己卯月　戊申日,乙未,己卯,戊申,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-03-19,乙未年二月初三,惊蛰,距离春分还有1天,乙未年　己卯月　己酉日,乙未,己卯,己酉,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-03-20,乙未年二月初四,春分,距离清明还有15天,乙未年　己卯月　庚戌日,乙未,己卯,庚戌,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-03-21,乙未年二月初五,春分,距离清明还有14天,乙未年　己卯月　辛亥日,乙未,己卯,辛亥,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-03-22,乙未年二月初六,春分,距离清明还有13天,乙未年　己卯月　壬子日,乙未,己卯,壬子,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-03-23,乙未年二月初七,春分,距离清明还有12天,乙未年　己卯月　癸丑日,乙未,己卯,癸丑,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-03-24,乙未年二月初八,春分,距离清明还有11天,乙未年　己卯月　甲寅日,乙未,己卯,甲寅,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-03-25,乙未年二月初九,春分,距离清明还有10天,乙未年　己卯月　乙卯日,乙未,己卯,乙卯,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-03-26,乙未年二月初十,春分,距离清明还有9天,乙未年　己卯月　丙辰日,乙未,己卯,丙辰,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-03-27,乙未年二月十一,春分,距离清明还有8天,乙未年　己卯月　丁巳日,乙未,己卯,丁巳,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-03-28,乙未年二月十二,春分,距离清明还有7天,乙未年　己卯月　戊午日,乙未,己卯,戊午,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-03-29,乙未年二月十三,春分,距离清明还有6天,乙未年　己卯月　己未日,乙未,己卯,己未,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-03-30,乙未年二月十四,春分,距离清明还有5天,乙未年　己卯月　庚申日,乙未,己卯,庚申,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-03-31,乙未年二月十五,春分,距离清明还有4天,乙未年　己卯月　辛酉日,乙未,己卯,辛酉,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-04-01,乙未年二月十六,春分,距离清明还有3天,乙未年　己卯月　壬戌日,乙未,己卯,壬戌,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-04-02,乙未年二月十七,春分,距离清明还有2天,乙未年　己卯月　癸亥日,乙未,己卯,癸亥,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-04-03,乙未年二月十八,春分,距离清明还有1天,乙未年　己卯月　甲子日,乙未,己卯,甲子,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-04-04,乙未年二月十九,清明,距离谷雨还有16天,乙未年　庚辰月　乙丑日,乙未,庚辰,乙丑,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-04-05,乙未年二月二十,清明,距离谷雨还有15天,乙未年　庚辰月　丙寅日,乙未,庚辰,丙寅,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-04-06,乙未年二月廿一,清明,距离谷雨还有14天,乙未年　庚辰月　丁卯日,乙未,庚辰,丁卯,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-04-07,乙未年二月廿二,清明,距离谷雨还有13天,乙未年　庚辰月　戊辰日,乙未,庚辰,戊辰,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-04-08,乙未年二月廿三,清明,距离谷雨还有12天,乙未年　庚辰月　己巳日,乙未,庚辰,己巳,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-04-09,乙未年二月廿四,清明,距离谷雨还有11天,乙未年　庚辰月　庚午日,乙未,庚辰,庚午,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-04-10,乙未年二月廿五,清明,距离谷雨还有10天,乙未年　庚辰月　辛未日,乙未,庚辰,辛未,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-04-11,乙未年二月廿六,清明,距离谷雨还有9天,乙未年　庚辰月　壬申日,乙未,庚辰,壬申,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-04-12,乙未年二月廿七,清明,距离谷雨还有8天,乙未年　庚辰月　癸酉日,乙未,庚辰,癸酉,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-04-13,乙未年二月廿八,清明,距离谷雨还有7天,乙未年　庚辰月　甲戌日,乙未,庚辰,甲戌,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-04-14,乙未年二月廿九,清明,距离谷雨还有6天,乙未年　庚辰月　乙亥日,乙未,庚辰,乙亥,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-04-15,乙未年三月初一,清明,距离谷雨还有5天,乙未年　庚辰月　丙子日,乙未,庚辰,丙子,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-04-16,乙未年三月初二,清明,距离谷雨还有4天,乙未年　庚辰月　丁丑日,乙未,庚辰,丁丑,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-04-17,乙未年三月初三,清明,距离谷雨还有3天,乙未年　庚辰月　戊寅日,乙未,庚辰,戊寅,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-04-18,乙未年三月初四,清明,距离谷雨还有2天,乙未年　庚辰月　己卯日,乙未,庚辰,己卯,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-04-19,乙未年三月初五,清明,距离谷雨还有1天,乙未年　庚辰月　庚辰日,乙未,庚辰,庚辰,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-04-20,乙未年三月初六,谷雨,距离立夏还有15天,乙未年　庚辰月　辛巳日,乙未,庚辰,辛巳,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-04-21,乙未年三月初七,谷雨,距离立夏还有14天,乙未年　庚辰月　壬午日,乙未,庚辰,壬午,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-04-22,乙未年三月初八,谷雨,距离立夏还有13天,乙未年　庚辰月　癸未日,乙未,庚辰,癸未,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-04-23,乙未年三月初九,谷雨,距离立夏还有12天,乙未年　庚辰月　甲申日,乙未,庚辰,甲申,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-04-24,乙未年三月初十,谷雨,距离立夏还有11天,乙未年　庚辰月　乙酉日,乙未,庚辰,乙酉,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-04-25,乙未年三月十一,谷雨,距离立夏还有10天,乙未年　庚辰月　丙戌日,乙未,庚辰,丙戌,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-04-26,乙未年三月十二,谷雨,距离立夏还有9天,乙未年　庚辰月　丁亥日,乙未,庚辰,丁亥,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-04-27,乙未年三月十三,谷雨,距离立夏还有8天,乙未年　庚辰月　戊子日,乙未,庚辰,戊子,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-04-28,乙未年三月十四,谷雨,距离立夏还有7天,乙未年　庚辰月　己丑日,乙未,庚辰,己丑,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-04-29,乙未年三月十五,谷雨,距离立夏还有6天,乙未年　庚辰月　庚寅日,乙未,庚辰,庚寅,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-04-30,乙未年三月十六,谷雨,距离立夏还有5天,乙未年　庚辰月　辛卯日,乙未,庚辰,辛卯,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-05-01,乙未年三月十七,谷雨,距离立夏还有4天,乙未年　庚辰月　壬辰日,乙未,庚辰,壬辰,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-05-02,乙未年三月十八,谷雨,距离立夏还有3天,乙未年　庚辰月　癸巳日,乙未,庚辰,癸巳,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-05-03,乙未年三月十九,谷雨,距离立夏还有2天,乙未年　庚辰月　甲午日,乙未,庚辰,甲午,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-05-04,乙未年三月二十,谷雨,距离立夏还有1天,乙未年　庚辰月　乙未日,乙未,庚辰,乙未,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-05-05,乙未年三月廿一,立夏,距离小满还有16天,乙未年　辛巳月　丙申日,乙未,辛巳,丙申,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-05-06,乙未年三月廿二,立夏,距离小满还有15天,乙未年　辛巳月　丁酉日,乙未,辛巳,丁酉,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-05-07,乙未年三月廿三,立夏,距离小满还有14天,乙未年　辛巳月　戊戌日,乙未,辛巳,戊戌,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-05-08,乙未年三月廿四,立夏,距离小满还有13天,乙未年　辛巳月　己亥日,乙未,辛巳,己亥,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-05-09,乙未年三月廿五,立夏,距离小满还有12天,乙未年　辛巳月　庚子日,乙未,辛巳,庚子,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-05-10,乙未年三月廿六,立夏,距离小满还有11天,乙未年　辛巳月　辛丑日,乙未,辛巳,辛丑,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-05-11,乙未年三月廿七,立夏,距离小满还有10天,乙未年　辛巳月　壬寅日,乙未,辛巳,壬寅,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-05-12,乙未年三月廿八,立夏,距离小满还有9天,乙未年　辛巳月　癸卯日,乙未,辛巳,癸卯,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-05-13,乙未年三月廿九,立夏,距离小满还有8天,乙未年　辛巳月　甲辰日,乙未,辛巳,甲辰,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-05-14,乙未年三月三十,立夏,距离小满还有7天,乙未年　辛巳月　乙巳日,乙未,辛巳,乙巳,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-05-15,乙未年四月初一,立夏,距离小满还有6天,乙未年　辛巳月　丙午日,乙未,辛巳,丙午,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-05-16,乙未年四月初二,立夏,距离小满还有5天,乙未年　辛巳月　丁未日,乙未,辛巳,丁未,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-05-17,乙未年四月初三,立夏,距离小满还有4天,乙未年　辛巳月　戊申日,乙未,辛巳,戊申,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-05-18,乙未年四月初四,立夏,距离小满还有3天,乙未年　辛巳月　己酉日,乙未,辛巳,己酉,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-05-19,乙未年四月初五,立夏,距离小满还有2天,乙未年　辛巳月　庚戌日,乙未,辛巳,庚戌,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-05-20,乙未年四月初六,立夏,距离小满还有1天,乙未年　辛巳月　辛亥日,乙未,辛巳,辛亥,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-05-21,乙未年四月初七,小满,距离芒种还有15天,乙未年　辛巳月　壬子日,乙未,辛巳,壬子,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-05-22,乙未年四月初八,小满,距离芒种还有14天,乙未年　辛巳月　癸丑日,乙未,辛巳,癸丑,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-05-23,乙未年四月初九,小满,距离芒种还有13天,乙未年　辛巳月　甲寅日,乙未,辛巳,甲寅,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-05-24,乙未年四月初十,小满,距离芒种还有12天,乙未年　辛巳月　乙卯日,乙未,辛巳,乙卯,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-05-25,乙未年四月十一,小满,距离芒种还有11天,乙未年　辛巳月　丙辰日,乙未,辛巳,丙辰,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-05-26,乙未年四月十二,小满,距离芒种还有10天,乙未年　辛巳月　丁巳日,乙未,辛巳,丁巳,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-05-27,乙未年四月十三,小满,距离芒种还有9天,乙未年　辛巳月　戊午日,乙未,辛巳,戊午,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
2075-05-28,乙未年四月十四,小满,距离芒种还有8天,乙未年　辛巳月　己未日,乙未,辛巳,己未,甲子,乙丑,丙寅,丁卯,戊辰,己巳,庚午,辛未,壬申,癸酉,甲戌,乙亥
2075-05-29,乙未年四月十五,小满,距离芒种还有7天,乙未年　辛巳月　庚申日,乙未,辛巳,庚申,丙子,丁丑,戊寅,己卯,庚辰,辛巳,壬午,癸未,甲申,乙酉,丙戌,丁亥
2075-05-30,乙未年四月十六,小满,距离芒种还有6天,乙未年　辛巳月　辛酉日,乙未,辛巳,辛酉,戊子,己丑,庚寅,辛卯,壬辰,癸巳,甲午,乙未,丙申,丁酉,戊戌,己亥
2075-05-31,乙未年四月十七,小满,距离芒种还有5天,乙未年　辛巳月　壬戌日,乙未,辛巳,壬戌,庚子,辛丑,壬寅,癸卯,甲辰,乙巳,丙午,丁未,戊申,己酉,庚戌,辛亥
2075-06-01,乙未年四月十八,小满,距离芒种还有4天,乙未年　辛巳月　癸亥日,乙未,辛巳,癸亥,壬子,癸丑,甲寅,乙卯,丙辰,丁巳,戊午,己未,庚申,辛酉,壬戌,癸亥
